name, latitude, longitude, altitude, timezone
Parkes Airport,-33.1314,148.239,1069,10
Port Lincoln Airport,-34.6053,135.88,36,9.5
Pormpuraaw Airport,-14.8967,141.609,10,10
Port Macquarie Airport,-31.4358,152.863,12,10
Portland Airport,-38.3181,141.471,265,10
Quilpie Airport,-26.6122,144.253,655,10
Ramingining Airport,-12.3564,134.898,206,9.5
Roma Airport,-26.545,148.775,1032,10
St George Airport,-28.0497,148.595,656,10
Shark Bay Airport,-25.8939,113.577,111,8
Saibai Island Airport,-9.37833,142.625,0,10
Strahan Airport,-42.155,145.292,20,10
Thargomindah Airport,-27.9864,143.811,433,10
Tennant Creek Airport,-19.6344,134.183,1236,9.5
Victoria River Downs Airport,-16.4033,131.002,89,9.5
Warraber Island Airport,-10.2083,142.825,3,10
Windorah Airport,-25.4131,142.667,452,10
Whyalla Airport,-33.0589,137.514,41,9.5
Wiluna Airport,-26.6292,120.221,1649,8
Wollongong Airport,-34.5611,150.789,31,10
Winton Airport,-22.3636,143.086,638,10
Wynyard Airport,-40.9989,145.731,62,10
Yorke Island Airport,-9.75703,143.411,0,10
Yam Island Airport,-9.90111,142.776,0,10
Beijing Nanyuan Airport,39.7825,116.387778,0,8
Chifeng Airport,42.235,118.908,0,8
Changzhi Airport,36.2475,113.126,0,8
Datong Airport,40.0603,113.482,3442,8
Baita Airport,40.851422,111.824103,3556,8
Baotou Airport,40.56,109.997,3321,8
Shijiazhuang Daguocun International Airport,38.280686,114.6973,233,8
Tongliao Airport,43.5567,122.2,0,8
Ulanhot Airport,46.083,122.017,0,8
Xilinhot Airport,43.9156,115.964,0,8
Beihai Airport,21.5394,109.294,0,8
Changde Airport,28.9189,111.64,0,8
Dayong Airport,29.1028,110.443,692,8
Meixian Airport,24.35,116.133,0,8
Zhuhai Airport,22.0064,113.376,0,8
Bailian Airport,24.2075,109.391,295,8
Zhanjiang Airport,21.2144,110.358,0,8
Enshi Airport,30.3203,109.485,0,8
Nanyang Airport,32.9808,112.615,0,8
Xiangfan Airport,32.1506,112.291,0,8
Yichang Airport,30.671,111.441,0,8
Ankang Airport,32.7081,108.931,0,8
Golmud Airport,34.633,98.867,0,8
Hanzhong Airport,33.0636,107.008,0,8
Qingyang Airport,35.7997,107.603,0,8
Xining Caojiabu Airport,36.5275,102.043,0,8
Yan'an Airport,36.6369,109.554,0,8
Yulin Airport,38.2692,109.731,0,8
Arvaikheer Airport,46.2503,102.802,5932,8
Altai Airport,46.3764,96.2211,7260,8
Bayankhongor Airport,46.1633,100.704,6085,8
Dalanzadgad Airport,43.5917,104.43,4787,8
Khovd Airport,47.9541,91.6282,4898,8
Muren Airport,49.6633,100.099,4272,8
Diqing Airport,27.7936,99.6772,0,8
Mangshi Airport,24.4011,98.5317,2890,8
Simao Airport,22.7933,100.959,0,8
Zhaotong Airport,27.3256,103.755,0,8
Ganzhou Airport,25.8258,114.912,0,8
Jingdezhen Airport,29.3386,117.176,112,8
Jiujiang Lushan Airport,29.733,115.983,0,8
Quzhou Airport,28.9658,118.899,0,8
Lianyungang Airport,34.55,119.25,0,8
Huangyan Luqiao Airport,28.5622,121.429,0,8
Shubuling Airport,35.0461,118.412,0,8
Quanzhou Airport,24.7964,118.59,0,8
Tunxi International Airport,29.7333,118.256,0,8
Weifang Airport,36.6467,119.119,0,8
Weihai Airport,37.1871,122.229,145,8
Wuxi Airport,31.4944,120.429,0,8
Nanping Wuyishan Airport Airport,27.7019,118.001,614,8
Wenzhou Yongqiang Airport,27.9122,120.852,0,8
Yancheng Airport,33.3856,120.125,0,8
Yiwu Airport,29.3447,120.032,0,8
Zhoushan Airport,29.9342,122.362,0,8
Qamdo Bangda Airport,30.5536,97.1083,14219,8
Dachuan Airport,31.3,107.5,0,8
Guangyuan Airport,32.3911,105.702,0,8
Luzhou Airport,28.8522,105.393,0,8
Mianyang Airport,31.4281,104.741,0,8
Nanchong Airport,30.754,106.062,0,8
Nyingchi Airport,29.3033,94.3353,9675,5.5
Wanxian Airport,30.8361,108.406,0,8
Aksu Airport,41.2625,80.2917,0,8
Qiemo Airport,38.1494,85.5328,4108,8
Kuqa Airport,41.7181,82.9869,3524,8
Korla Airport,41.6978,86.1289,0,8
Karamay Airport,45.617,84.883,0,8
Yining Airport,43.9558,81.3303,0,8
Heihe Airport,50.25,127.3,8530,8
Jiamusi Airport,46.843394,130.465389,262,8
Jinzhou Airport,41.1014,121.062,0,8
Qiqihar Sanjiazi Airport,47.239628,123.918131,477,8
Yanji Airport,42.8828,129.451258,624,8
Valletta Sea Plane Terminal,35.888863,14.508417,0,1
Gozo Sea Plane Terminal,36.026389,14.298333,0,1
Mount Keith,-27.286389,120.554722,1792,8
Gran Roque Airport,11.95,-66.67,17,-4
Inishmore Airport,53.1067,-9.65361,24,0
Connemara Regional Airport,53.2303,-9.46778,0,0
Guettin MecklenburgVorpommern Germany,54.383333,13.325278,69,1
Berezovo,63.9241,65.0487,98,6
Szczecin-Dabie,53.471138,14.63775,3,1
Worcester Regional Airport,42.2673,-71.8757,1009,-5
Anqing Airport,30.5822,117.0502,0,8
Jing Gang Shan Airport,26.8997,114.7375,0,8
Shanhaiguan Airport,39.9681,119.731,0,8
Zhangxiao,35.018,110.993,0,8
Lanzhou Airport,36.117,103.617,0,8
Jiayuguan Airport,39.8569,98.3414,0,8
Dandong,40.0255,124.2866,0,8
Dongsheng,39.85,110.033,0,8
Panzhihua,26.54,101.799,9186,8
Grytviken,-54.16534,-36.30288,0,-2
South Shetland,-68,-58,0,-4
South Shetland,-63.37,-62.83,0,-4
New Rochelle Amtrak Station,40.913923,-73.782008,66,-5
New York Penn Station,40.75058,-73.99358,33,-5
New Haven Rail Station,41.298669,-72.925992,7,-5
Chicago Union Station,41.8791966,-87.6388507,581,-6
Dibrugarh Airport,27.4839,95.0169,362,5.5
Doha Free Zone Airport,24.8333,50.9166,0,3
Bremerton National,47.490244,-122.764814,444,-8
Spencer Muni,43.165527,-95.202805,1339,-6
Jefferson City Memorial Airport,38.5912,-92.1561,549,-6
Grand Canyon West Airport,35.5925,-113.4859,4825,-8
Boulder City Municipal Airport,35.5651,-114.514,2201,-8
Tannheim,48.011736,10.100903,1902,1
Glenview Amtrak Station,42.074197,-87.805346,630,-6
Baltimore Penn Station,39.307408,-76.615552,62,-5
Summit Camp,72.579187,-38.4572,11000,-3
Unst Airport,60.7472,-0.85385,0,0
Pagerungan,-6.956608,115.931239,20,9
Provincetown Muni,42.071945,-70.22139,9,-5
Kenmore Air Harbor Seaplane Base,47.629,-122.339,14,-7
Seria - Anduki,4.6333,114.3833,5,8
Magas,43.323815,45.017761,1060,4
Saint Barthelemy,17.9023,-62.8324,50,-4
Morro de Sao Paulo,-13.2314,-38.5432,10,3
Morro de Sao Paulo,-13.386571,-38.909122,10,3
Belize City Municipal Airport,17.5344,-88.298,15,-6
Kostroma - Sokerkino,57.47,41.01,453,4
Babusheri,42.87,41.12,0,3
Tambow,52.81,41.48,126,4
Oban Airport,56.464,-5.4,23,0
Vilamendhoo,73.01910987,3.609654755,0,5
Vilamendhoo,3.609654755,73.01910987,0,5
Vilamendhoo,3.484,73.802,0,5
Vilamendhoo,73.801,3.801,0,5
Aaa,73.9,3.222,0,5
Vilamendhoo,0,0,0,5
Vilamendhoo,3.8,73.8,0,5
Sharya,58.2321,45.3314,453,4
Mt. Fuji Shizuoka Airport,34.796111,138.189444,433,9
Erechim Airport,-27.6619,-52.2683,2498,-3
La Cote,46.413056,6.258611,1350,1
Courchevel Airport,45.3967,6.63472,6588,1
Fullerton Municipal Airport,33.521925,-117.584722,96,-7
Concord Rgnl,35.387775,-80.709136,705,-5
Sandown,50.677776,-1.317803,18,0
Fort William Heliport,56.816666,-5.116667,0,0
Navoi Airport,40.1172,65.1708,0,5
La Defense Heliport,48.86667,2.333333,0,1
Andernos-Les-Bains,44.81111,-1.186023,0,1
Ronda Airport,36.75,-5.166667,2500,1
Bienenfarm Airport,52.6617,12.7458,131,1
Nguma Island Lodge Airstrip,-18.9538,22.3668,0,2
Champion-7,5.21,114.7419,12,8
Ain Arnat Airport,36.1781,5.32449,3360,0
La Rochelle-Ile de Re,46.1792,-1.19528,74,1
Friedman Mem,43.504444,-114.296194,5320,-7
Yverdon-Les-Bains,46.86667,6.7,1427,1
Portsmouth Airport,50.8,-1.083333,0,0
Aleksandrowice,49.84997,19.020193,860,1
Mason City Municipal,43.2247,-93.4067,1243,-5
Salar de Uyuni,-20.330706,-67.046881,12000,-4
Isla Pescado,-20.240932,-67.62538,12020,-4
Toro Toro,-18.133114,-65.768781,9007,-4
QTHRL,-44.8898,168.6762,1,12
QTHRS,-44.9486,168.7068,1,12
Helirafting Start,-44.9486,168.7068,1300,12
Helirafting Landung,-44.8898,168.6762,1300,12
Jomo Kenyatta,-1.319242,36.927775,1625,3
DWEST,51.025,7.1837,300,1
Niederoeblarn,47.478,14.008,2142,1
Bad Voeslau,47.965,16.259,765,1
Arekuna Camp,6.290501,-62.534499,0,-4.5
Uetersen,53.646667,9.704167,7,1
HLP1 HS-16,52.8333,11.2027,111,1
HLP2 HS-16,51.4888,10.7833,278,1
HLP HQ GT,52.2361,13.6667,98,1
Jining Airport ,35.417,116.533,1540,8
Heilongjiang Mohe Airport,53,122.5,1500,8
Daqing Saertu Airport,46.583333,125,1020,8
Byron Airport,37.8284,-121.626,79,-8
Tunoshna,57.56066668,40.15736945,270,4
Belaya,52.91500001,103.575,1396,9
Borisoglebskoe,55.86067,49.10099,384,4
Dzemgi,50.605,137.08167,82,11
Khabarovsk-MVL,48.528,135.179,213,11
Irkutsk-2,52.3678,104.183,13411,9
Zhukovski,55.589,38.154,335,4
Gelendzhik,44.55,38.083,100,4
Taganrog-Juzhnyi,47.117,38.513,100,4
Neuchatel Airport,46.9575,6.86472,1427,1
Locarno Airport,46.1608,8.87861,650,1
Speck-Fehraltorf Airport,47.3764,8.7575,1748,1
Lausanne-la Blecherette Airport,46.5453,6.61667,2041,1
Triengen Airport,47.2267,8.07806,1594,1
Rimatara,-22.637253,-152.805192,56,-10
Ust-Ilimsk,58.116667,102.4666667,1244,9
Ust-Kut,56.85,105.7167,2033,9
Kavalerovo,44.270556,135.054722,675,11
Kirensk,57.7667,108.05,780,9
Fortman Airport,40.5553253,-84.3866186,885,-5
Bellona,15.98166667,-11.3,3,11
Bellona,-11.3111,15.98166667,3,11
Ringi Cove Airport,-8.12639,157.143,0,11
Antonio Juarbe Pol Airport,18.451111,-66.675556,23,-4
Pangborn Field,47.398,-120.206,1249,-8
Bendigo Airport,-36.7394,144.33,705,11
Aeroporto Prefeito Octavio de Almeida Neves,-21.0864,-44.2258,3120,-3
RAAF Pearce,-31.66778,116.015,149,8
Wangerooge Airport,53.7828,7.91389,7,1
Harle Airport,53.7067,7.82028,7,1
Wittman Regional Airport,44.024983,-88.551336,790,-5
Brest,52.06,23.53,468,2
Ternopol,49.31,25.42,1073,2
Chernigov,51.24,31.09,446,2
Lutsk,50.6833,25.4833,774,2
Southwest Michigan Regional Airport,42.1285833,-86.4285,643,-5
Waukesha County Airport,43.0410278,-88.2370556,911,-6
Ronda,36.73333,-5.166667,1000,-2
Thurles,52.67888,-7.814369,500,-2
Limerick,52.659,-8.624,500,-2
Nowra Airport,-34.9489,150.537,400,10
RAAF Williams Laverton Base,-37.8636,144.746,18,9
Tindal Airport,-14.5211,132.378,443,9
Amberley,-27.64,152.712,91,10
Geiranger,62.1,7.2,0,1
Zell am See,47.1734,12.4719,2470,-1
Galt Field Airport,42.4028889,-88.3751111,875,-6
Everglades Airpark,25.8488611,-81.3902778,5,-5
Choibalsan Airport,48.1357,114.646,2457,8
Taree Airport,-31.8886,152.514,38,10
Orange Airport,-33.3817,149.133,3115,10
Grafton Airport,-29.7594,153.03,110,10
Marinduque Airport,13.360967,121.825583,32,8
Hamadan Airport,34.869167,48.5525,5755,3.5
St Augustin Airport,51.2117,-58.6583,20,-4
Vieques Airport,18.1158,-65.4227,19,-4
Kalay Airport,23.188811,94.051094,499,6.5
Terre-de-Haut Airport,15.8644,-61.5806,46,-4
Yenisehir Airport,40.255208,29.562569,764,2
Tekirdağ Çorlu Airport,41.13825,27.919094,574,2
Sinop Airport,42.0158,35.0664,20,2
Mus Airport,38.747769,41.661236,4157,2
Canakkale Airport,40.137722,26.426777,23,2
Anadolu Airport,39.809858,30.519378,2588,2
Katima Mulilo Airport,-17.6344,24.1767,3144,1
Walvis Bay Airport,-22.9799,14.6453,299,1
Capitan Corbeta C A Curbelo International Airport,-34.855139,-55.094278,95,-3
Sialkot Airport,32.5356,74.3639,810,5
Bonaventure Airport,48.0711,-65.4603,123,-4
Brus Laguna Airport,15.7631,-84.5436,2,-6
Samburu South Airport,0.530583,37.5342,3295,3
Chaoyang Airport,41.5381,120.435,0,8
Walaha Airport,-15.412,167.691,151,11
Tanjung Manis Airport,2.17784,111.202,15,8
Long Akah Airport,3.3,114.783,289,8
Geneina Airport,13.4817,22.4672,2650,2
Togiak Airport,59.0528,-160.397,21,-9
Port Heiden Airport,56.9591,-158.633,95,-9
King Cove Airport,55.1163,-162.266,155,-9
New Stuyahok Airport,59.4499,-157.328,302,-9
Igiugig Airport,59.324,-155.902,90,-9
Shimla Airport,31.081803,77.067967,5072,5.5
Nanded Airport,19.1833,77.3167,1250,5.5
Kangra Airport,32.1651,76.2634,2525,5.5
Shahre Kord Airport,32.2972,50.8422,6723,3.5
Sege Airport,-8.57889,157.876,0,11
Burgos Airport,42.357628,-3.620764,2945,1
Leon Airport,42.589,-5.655556,3006,1
Deering Airport,66.0696,-162.766,21,-9
Sugraly Airport,41.6139,64.2332,1396,5
Mardin Airport,37.2233,40.6317,1729,2
Tacheng Airport,46.6725,83.3408,0,8
Tocache Airport,-8.183,-76.517,1500,-5
Nueva Loja Airport,0.093056,-76.8675,980,-5
Parsabade Moghan Airport,39.603606,47.8815,251,3.5
Ilam Airport,33.586606,46.404842,4404,3.5
Gorgan Airport,36.909381,54.401339,-24,3.5
Sahand Airport,37.348017,46.127903,4396,3.5
Romblon Airport,12.311,122.085,10,8
Changzhoudao Airport,23.4567,111.248,89,8
Hami Airport,42.8414,93.6692,0,8
Sand Point Airport,55.315,-160.523,21,-9
Gorakhpur Airport,26.739708,83.449708,259,5.5
Araracuara Airport,-0.58,-72.41,1250,-5
Hagerstown Regional Richard A Henson Field,39.7079,-77.7295,704,-5
Bella Coola Airport,52.3875,-126.596,117,-8
Pajala Airport,67.2456,23.0689,542,1
Port Clarence Coast Guard Station,65.2537,-166.859,10,-9
Governador Valadares Airport,-18.8952,-41.9822,561,-3
Kirovsk-Apatity Airport,67.4633,33.5883,515,4
Cauayan Airport,16.929861,121.753036,200,8
Tambor Airport,9.73852,-85.0138,33,-6
Arenal Airport,10.478,-84.6345,342,-6
Imo Airport,5.42706,7.20603,373,1
Arctic Village Airport,68.1147,-145.579,2092,-9
Tasiujaq Airport,58.6678,-69.9558,122,-5
Puvirnituq Airport,60.0506,-77.2869,74,-5
Ormoc Airport,11.057997,124.565322,83,8
Noatak Airport,67.5661,-162.975,88,-9
Savoonga Airport,63.6864,-170.493,53,-9
Shishmaref Airport,66.2496,-166.089,12,-9
Ruby Airport,64.7272,-155.47,653,-9
Point Hope Airport,68.3488,-166.799,12,-9
Mekoryuk Airport,60.3714,-166.271,48,-9
Kivalina Airport,67.7362,-164.563,13,-9
St Marys Airport,62.0605,-163.302,311,-9
Kaltag Airport,64.3191,-158.741,187,-9
Hooper Bay Airport,61.5239,-166.147,7,-9
Gambell Airport,63.7668,-171.733,27,-9
Atqasuk Edward Burnell Sr Memorial Airport,70.4673,-157.436,96,-9
Anvik Airport,62.6467,-160.191,309,-9
Anaktuvuk Pass Airport,68.1336,-151.743,2103,-9
Altay Airport,47.866667,88.116667,2491,8
Tuzla,44.458656,18.724783,784,1
Fort Worth NAS,32.769167,-97.441528,650,-6
Naypyidaw,19.6235,96.201028,302,6.5
Kyauktu,21.406667,94.130278,1345,6.5
Jan Mayensfield,70.961111,-8.575833,33,1
Bokepyin,11.267,98.767,100,6.5
Huanghua Intl,28.189158,113.219633,217,8
Manzhouli,49.566667,117.329444,0,8
Wuhai,39.794444,106.799444,0,8
Gary Chicago International Airport,41.6163,-87.4128,591,-6
Brainerd Lakes Rgnl,46.398308,-94.138078,1226,-6
Greenbrier Valley Airport,37.858333,-80.399444,2302,-5
Pitt-Greenville Airport,35.635278,-77.385278,27,-5
Chefornak Airport,60.149167,-164.285556,40,-9
Oxnard - Ventura County,34.200833,-119.207222,15,-8
Branson LLC,36.531994,-93.200556,1302,-6
Tongren,27.884,109.31,0,8
Jinggangshan,26.8575,114.737222,0,8
Penn Station,39.307222,-76.615556,66,-5
Penn Station,40.7505,-73.9935,35,-5
Niau,-16.119037,-146.368406,49,-10
Stratton ANGB - Schenectady County Airpor,42.85245555,-73.92886667,378,-5
Begishevo,55.34,52.06,50,4
Bogovarovo,58.8535,47.0114,100,4
Summit Camp,72.57958419,-38.45918503,10552,-2
Warri Airport,5.31,5.45,50,1
Volkel,51.656389,5.708611,72,1
Sayak Airport,9.859097,126.014017,10,8
Langeoog Airport,53.7425,7.49778,7,-1
Fane Airport,-8.55,147.083,0,10
Itokama Airport,-9.2,148.25,0,10
Ononge Airport,-8.583,147.2,0,10
Tapini Airport,-8.35,146.983,0,10
Wanigela Airport,-9.333,149.15,0,10
Woitape Airport,-8.533,147.25,0,10
Awaba Airport,-8,142.75,0,10
Telefomin Airport,-5.117,141.633,0,10
Kappelen,47.089167,7.29,1437,1
Nelspruit Airport,-25.5,30.9138,2875,2
Cherkassy,49.416666,32.1333,114,2
Gotska Sandon Heliport,58.392393,19.193142,0,1
Lauterhorn,57.9521,19.0812,0,1
St. Augustine Airport,29.959167,-81.339722,10,-5
Mykolaiv International Airport,47.0579,31.9198,184,2
Ramechhap,27.394005,86.06144,1555,5.45
Charles M Schulz Sonoma Co,38.508978,-122.81288,125,-8
Kissimmee Gateway Airport,28.289806,-81.437083,82,-5
Lake City Municipal Airport,30.181944,-82.576944,201,-5
DeLand Municipal Airport,29.066944,-81.283889,79,-5
Haller Airpark Airport,29.903021,-81.685923,75,-5
Santa Lucia PNP Airstrip,-8.337041,-76.385733,50,-5
Logan-Cache,41.791,-111.852,4457,-7
Brigham City,41.552,-112.062,4229,-7
Malad City,42.17,-112.289,4503,-7
Aspen Pitkin County Sardy Field,39.2232,-106.869,7820,-7
Hilton Head,32.216,-80.752,10,-5
Barataevka,54.268299,48.2267,463,4
Horog,37.5,71.5,2000,4
Sabi Sabi Airport,-24.9415,31.4446,1276,2
Philadelphia 30th St Station,39.9557,-75.182,0,-5
KBWD,31.7936111,-98.9565,1387,-6
Mexia - Limestone County Airport,31.6411783,-96.5144594,544,-6
Kerrville Municipal Airport,29.9766667,-99.0854722,1617,-6
Birrfeld,47.4436,8.23361,1300,1
Sussex Co,38.689194,-75.358889,50,-5
Seal Cove Seaplane Base,54.3333,-130.283,0,-8
Great Bend Municipal,38.344167,-98.859167,1887,-5
Hays Regional Airport,38.8422,-99.2732,1998,-5
Spirit Of St Louis,38.662119,-90.652044,463,-7
Ely Municipal,47.824444,-91.830833,1456,-6
Grand Rapids Itasca County,47.211111,-93.509722,413,-6
Thief River Falls,48.065556,-96.185,1116,-6
Eagle River,45.932333,-89.268283,1642,-6
Lakeland,45.927778,-89.730833,1629,-6
Ankeny Regl Airport,41.691389,-93.566389,910,-6
Berens River,52.358889,-97.018333,728,-6
Corpus Christi NAS,27.692701,-97.290376,18,-6
Seaplane Base,54.566667,-130.433333,0,-8
Avalon,33.405,-118.415833,1602,-8
Mojave,35.059364,-118.151856,2791,-8
Air Base,46.6766,7.87908,1893,1
Kenmore Air Harbor Inc Seaplane Base,47.7548,-122.259,14,-8
Municipal,18.3822,-88.4119,40,-6
Inisheer,53.0647,-9.5109,40,0
Winterlandeplatz,46.610833,7.9425,7297,1
Paketzentrum,46.963,7.482,1854,1
Strezhevoy,60.716667,77.65,164,7
Cashel,52.5158333,-7.8855556,440,0
Hutchinson Municipal Airport,38.0655,-97.8606,1543,-6
Bagram AFB,34.5646,69.1554,4895,4.5
Al Kharj AFB,24.0346,47.345,1651,3
Eagle County Airport,39.6427611,-106.9159347,6548,-7
Oak Lawn Train Station,41.7198243,-87.7488327,500,-7
Wrigleyville,41.94895807,-87.6587534,500,-7
Gelendzik,44.56666667,38.01666667,50,4
Rosecrans Mem,39.771944,-94.909706,826,-6
Hartford Union Station,41.76888,-72.6815,0,-5
Stamford Amtrak Station,41.046937,-73.541493,0,-5
Newark Penn Station,40.734722,-74.164167,0,-5
Papa Airport,47.3636,17.5008,466,2
Cuxhaven Airport,53.768612,8.644722,75,1
Volk Fld,43.938956,-90.253433,912,-6
BFT County Airport,32.41083,-80.635,500,-5
Adana-Incirlik Airbase,37.00028,35.41833,500,2
Gunnison - Crested Butte,38.533889,-106.933056,7678,-7
Xi\\'An Xiguan,34.3767,109.12,0,8
Zamperini Field Airport,33.803392,-118.339611,101,-8
Manistee County-Blacker Airport,44.2725,-86.246944,621,-5
Hickam Air Force Base,21.318681,-157.922427,13,-10
Charlotte County-Punta Gorda Airport,26.919722,-81.990556,26,-5
Grand Canyon Heliport,35.96666666,-112.1333333,2500,-8
Northern Aroostook Regional Airport,47.285556,-68.312778,988,-5
Chautauqua County-Jamestown,42.153333,-79.258056,525,-5
Riviere Rouge - Mont-Tremblant International Inc. Airport,46.409444,-74.78,827,-5
Lake Cumberland Regional Airport,37.053611,-84.615556,927,-5
Shenandoah Valley Regional Airport,38.263889,-78.896389,1201,-5
Devils Lake Regional Airport,48.114444,-98.908611,1445,-6
Dickinson Theodore Roosevelt Regional Airport,46.7975,-102.801944,2592,-5
Sidney-Richland Municipal Airport,47.706944,-104.1925,1984,-7
Chadron Municipal Airport,42.8375,-103.095556,3297,-7
Alliance Municipal Airport,42.053333,-102.803889,3931,-7
McCook Regional Airport,40.206389,-100.592222,2583,-6
Florida Keys Marathon Airport,24.726111,-81.051389,7,-5
Dawson Community Airport,47.138611,-104.807222,749,-7
LM Clayton Airport,48.094444,-105.575,1986,-7
Yellowstone Airport,44.688333,-111.1175,6644,-7
San Luis Valley Regional Airport,37.435,-105.866667,7539,-7
Canyonlands Field,38.755,-109.754722,4555,-7
Ely Airport,39.299722,-114.841944,6259,-8
Vernal Regional Airport,40.440833,-109.51,5278,-7
Sierra Blanca Regional Airport,33.46285,-105.534751,6814,-7
Show Low Regional Airport,34.265556,-110.005556,6415,-7
McCall Municipal Airport,44.889722,-116.101389,5021,-7
Lemhi County Airport,45.123889,-113.881389,4043,-7
Mammoth Yosemite Airport,37.624049,-118.837772,7128,-8
Friday Harbor Airport,48.521944,-123.024444,113,-8
Orcas Island Airport,48.708056,-122.910556,31,-8
Anacortes Airport,48.498889,-122.6625,241,-8
Astoria Regional Airport,46.157972,-123.878694,15,-8
Newport Municipal Airport,44.580361,-124.057917,160,8
Emmonak Airport,62.786111,-164.490833,13,-9
Unalakleet Airport,63.888333,-160.798889,21,-9
Ugnu-Kuparuk Airport,70.330833,-149.5975,67,-9
Shageluk Airport,62.692222,-159.569167,79,-9
Chuathbaluk Airport,61.579167,-159.215556,243,-9
Nuiqsut Airport,70.21,-151.005556,38,-9
Eek Airport,60.213611,-162.043889,15,-9
Kasigluk Airport,60.873333,-162.524444,40,-9
Kwethluk Airport,60.790278,-161.443611,30,-9
Kwigillingok Airport,59.876389,-163.168611,18,-9
Marshall Don Hunter Sr. Airport,61.8646418,-162.026111,103,-9
Russian Mission Airport,61.775,-161.319444,51,-9
Tuntutuliak Airport,60.335278,-162.666944,16,-9
Ekwok Airport,59.356944,-157.471111,135,-9
Koliganek Airport,59.726667,-157.259444,269,-9
Levelock Airport,59.128056,-156.858611,39,-9
Manokotak Airport,58.990278,-159.05,51,-9
Twin Hills Airport,59.074444,-160.275,82,-9
Chalkyitsik Airport,66.645,-143.74,544,-9
Eagle Airport,64.778056,-141.149722,908,-9
Hughes Airport,66.039167,-154.264722,299,-9
Huslia Airport,65.697778,-156.351389,213,-9
Livingood Airport,65.531111,-148.541111,696,-9
Minto Airport,65.143611,-149.37,460,-9
Nulato Airport,64.729444,-158.074167,399,-9
Rampart Airport,65.507778,-150.140833,302,-9
Tanana Airport,65.179556,-152.075833,207,-9
Venetie Airport,67.008611,-146.366389,574,-9
Beaver Airport,66.362222,-147.406667,359,-9
Central Airport,65.573889,-144.780833,937,-9
Shungnak Airport,66.888056,-157.1625,197,-9
Birch Creek Airport,66.256708,-145.815319,450,-9
Coldfoot Airport,67.251389,-150.176111,1014,-9
Inyokern Airport,35.658889,-117.829444,2455,-8
Visalia Municipal Airport,36.318611,-119.392778,295,-8
Merced Municipal Airport,37.284722,-120.513889,156,-8
Laguna de Los Patos International Airport,-34.4564,-57.7706,66,-4
Camelo,-33.963882,-58.288612,10,-4
Amarais Airport,-22.8592,-47.1082,2008,-4
Phoenix Goodyear,33.423725,-112.374456,968,-7
Park City,40.659444,-111.4997222,7000,-7
Toowoomba,-27.542778,151.916389,2086,10
Ballera,-27.408333,141.808333,385,10
Gatton,-27.55830002,152.3419952,400,10
Arkalyk Airport,50.2395,66.941,1152,5
Hamburger Hafen,53.542369,9.981592,0,1
Flugplatz Fehmarn-Neujellingsdorf,54.455802,11.109273,0,1
Nabern Teck,48.3676,9.2863,1215,1
Angoon Seaplane Base,57.503611,-134.585,0,-9
Elfin Cove Seaplane Base,58.195278,-136.3475,0,-9
Tenakee Seaplane Base,57.779722,-135.218333,0,-9
Pelican Seaplane Base,57.955278,-136.236389,0,-9
Chatham Seaplane Base,57.515,-134.946111,0,-9
Funter Bay Seaplane Base,58.254444,-134.897778,0,-9
Excursion Inlet Seaplane Base,58.420556,-135.449167,0,-9
Hoonah Airport,58.096111,-135.409722,19,-9
Kake Airport,56.961389,-133.910278,172,-9
Craig Seaplane Base,55.478889,-133.147778,0,-9
Hollis Seaplane Base,55.481667,-132.646111,0,-9
Metlakatla Seaplane Base,55.131111,-131.578056,0,-9
Thorne Bay Seaplane Base,55.688056,-132.536667,0,-9
Hydaburg Seaplane Base,55.206389,-132.828333,0,-9
Hyder Seaplane Base,55.903333,-130.006667,0,-9
Point Baker Seaplane Base,56.351944,-133.6225,0,-9
Port Protection Seaplane Base,56.328889,-133.61,0,-9
North Whale Seaplane Base,56.116389,-133.121667,0,-9
Chignik Lake Airport,56.255,-158.775278,50,-9
Egegik Airport,58.185556,-157.375556,92,-9
Chignik Lagoon Airport,56.311111,-158.534167,25,-9
Chignik Bay Seaplane Base,56.295556,-158.401398,0,-9
Perryville Airport,55.906667,-159.160833,29,-9
Pilot Point Airport,57.585393,-157.571944,57,-9
South Naknek Airport,58.702222,-157.0025,162,-9
Akhiok Airport,56.938611,-154.1825,44,-9
Karuluk Airport,57.566944,-154.450278,137,-9
Larsen Bay Airport,57.535,-153.976667,87,-9
Old Harbor Airport,57.218056,-153.269722,55,-9
Ouzinkie Airport,57.922876,-152.500511,55,-9
Port Lions Airport,57.885278,-152.846111,52,-9
Alitak Seaplane Base,56.899444,-154.247778,0,-9
Amook Bay Seaplane Base,57.471389,-153.815278,0,-9
Kitoi Bay Seaplane Base,58.190833,-152.370556,0,-9
Moser Bay Seaplane Base,57.025556,-154.145833,0,-9
Olga Bay Seaplane Base,57.161389,-154.229722,0,-9
Port Bailey Seaplane Base,57.93,-153.040556,0,-9
Port Williams Seaplane Base,58.49,-152.582222,0,-9
Seal Bay Seaplane Base,58.166667,-152.5,0,-9
San Juan - Uganik Seaplane Base,57.730278,-153.320556,0,-9
West Point Village Seaplane Base,57.77,-153.548889,0,-9
Zachar Bay Seaplane Base,57.55,-153.75,0,-9
Ambler Airport,67.106389,-157.8575,334,-9
