name, latitude, longitude, altitude, timezone
Coban,15.468958,-90.406742,4339,-6
La Aurora,14.583272,-90.527475,4952,-6
Retalhuleu,14.521017,-91.697256,656,-6
San Jose,13.936192,-90.835833,29,-6
Goloson Intl,15.742481,-86.853036,49,-6
La Mesa Intl,15.452639,-87.923556,91,-6
Guanaja,16.445367,-85.906611,49,-6
Juan Manuel Galvez Intl,16.316814,-86.522961,18,-6
Tela,15.775864,-87.475847,7,-6
Toncontin Intl,14.060883,-87.217197,3294,-6
Trujillo,15.926847,-85.93825,3,-6
Boscobel,18.404247,-76.969017,90,-5
Norman Manley Intl,17.935667,-76.7875,10,-5
Sangster Intl,18.503717,-77.913358,4,-5
Ken Jones,18.198806,-76.534528,20,-5
Tinson Pen,17.988558,-76.823761,16,-5
General Juan N Alvarez Intl,16.757061,-99.753953,16,-6
Del Norte Intl,25.865572,-100.237239,1476,-6
Jesus Teran Intl,21.705558,-102.317858,6112,-6
Bahias De Huatulco Intl,15.775317,-96.262572,464,-6
General Mariano Matamoros,18.834764,-99.2613,4277,-6
Ciudad Acuna Intl New,29.333917,-101.100892,1410,-6
Ciudad Del Carmen Intl,18.653739,-91.799017,10,-6
Nuevo Casas Grandes,30.397439,-107.874969,4850,-6
Chilpancingo,17.573767,-99.514339,4199,-6
Culiacan Intl,24.764547,-107.474717,108,-7
Chetumal Intl,18.504667,-88.326847,39,-6
Ciudad Obregon Intl,27.392639,-109.833111,205,-7
Ingeniero Alberto Acuna Ongay Intl,19.816794,-90.500314,34,-6
Abraham Gonzalez Intl,31.636133,-106.428667,3904,-6
General R Fierro Villalobos Intl,28.702875,-105.964567,4462,-6
General Pedro Jose Mendez Intl,23.703336,-98.956486,761,-6
Kenosha Regional Airport,42.5956944,-87.9278056,742,-6
Cozumel Intl,20.522403,-86.925644,15,-6
Durango Intl,24.124194,-104.528014,6104,-6
Tepic,21.419453,-104.842581,3020,-6
Ensenada,31.795281,-116.602772,66,-8
Don Miguel Hidalgo Y Costilla Intl,20.5218,-103.311167,5016,-6
General Jose Maria Yanez Intl,27.968983,-110.925169,59,-7
Tehuacan,18.497189,-97.419942,5509,-6
General Ignacio P Garcia Intl,29.095858,-111.047858,627,-7
Colima,19.277011,-103.577397,2467,-6
Isla Mujeres,21.245033,-86.739967,7,-6
Plan De Guadalupe Intl,25.549497,-100.928669,4778,-6
Ixtepec,16.449336,-95.093697,164,-6
Lazaro Cardenas,18.001731,-102.220525,39,-6
Valle Del Fuerte Intl,25.685194,-109.080806,16,-7
Guanajuato Intl,20.993464,-101.480847,5956,-6
General Manuel Marquez De Leon Intl,24.072694,-110.362475,69,-7
Loreto Intl,25.989194,-111.348361,34,-7
General Servando Canales Intl,25.769894,-97.525311,25,-6
Licenciado Manuel Crescencio Rejon Int,20.936981,-89.657672,38,-6
General Rodolfo Sanchez Taboada Intl,32.630634,-115.241637,74,-8
General Francisco J Mujica Intl,19.849944,-101.0255,6033,-6
Minatitlan,18.103419,-94.580681,36,-6
Monclova Intl,26.955733,-101.470136,1864,-6
Licenciado Benito Juarez Intl,19.436303,-99.072097,7316,-6
General Mariano Escobedo Intl,25.778489,-100.106878,1278,-6
General Rafael Buelna Intl,23.161356,-106.266072,38,-7
Nogales Intl,31.226083,-110.975831,3990,-7
Quetzalcoatl Intl,27.443918,-99.57046,484,-6
Xoxocotlan Intl,16.999906,-96.726639,4989,-6
Tajin,20.602671,-97.460839,497,-6
Hermanos Serdan Intl,19.158144,-98.371447,7361,-6
Ingeniero Juan Guillermo Villasana,20.0772,-98.782814,7600,-6
Puerto Penasco,31.351878,-113.525728,30,-7
Piedras Negras Intl,28.627394,-100.535211,901,-6
Licenciado Y Gen Ignacio Lopez Rayon,19.396692,-102.039056,5258,-6
Licenciado Gustavo Diaz Ordaz Intl,20.680083,-105.254167,23,-6
Puerto Escondido Intl,15.876861,-97.089117,294,-6
Queretaro Intercontinental,20.617289,-100.185658,6296,-6
General Lucio Blanco Intl,26.008908,-98.228513,139,-6
Los Cabos Intl,23.15185,-109.721044,374,-7
San Felipe Intl,30.930222,-114.808639,148,-8
Ponciano Arriaga Intl,22.254303,-100.930806,6035,-6
Tlaxcala,19.537964,-98.173467,8229,-6
General Div P A Angel H Corzo Molina,16.739919,-93.173297,1909,-6
Torreon Intl,25.568278,-103.410583,3688,-6
Angel Albino Corzo,16.561822,-93.026081,1491,-6
General Abelardo L Rodriguez Intl,32.541064,-116.970158,489,-8
General Francisco Javier Mina Intl,22.29645,-97.865931,80,-6
Tamuin,22.038292,-98.806503,164,-6
Licenciado Adolfo Lopez Mateos Intl,19.337072,-99.566008,8466,-6
Tapachula Intl,14.794339,-92.370025,97,-6
Cancun Intl,21.036528,-86.877083,20,-6
C P A Carlos Rovirosa Intl,17.997,-92.817361,46,-6
General Heriberto Jara Intl,19.145931,-96.187267,90,-6
General Leobardo C Ruiz Intl,22.897112,-102.68689,7141,-6
Ixtapa Zihuatanejo Intl,17.601569,-101.460536,26,-6
Zamora,20.045036,-102.275955,5141,-6
Playa De Oro Intl,19.144778,-104.558631,30,-6
Zapopan,20.755833,-103.465278,5333,-6
Bluefields,11.990961,-83.774086,41,-6
Los Brasiles,12.190044,-86.353872,262,-6
Leon,12.428028,-86.902361,328,-6
Managua Intl,12.141494,-86.168178,194,-6
Puerto Cabezas,14.047194,-83.386722,69,-6
Bocas Del Toro Intl,9.340853,-82.250842,10,-5
Cap Manuel Nino Intl,9.458636,-82.516806,19,-5
Enrique Malek Intl,8.391003,-82.434992,89,-5
Howard,8.914794,-79.599633,52,-5
Marcos A Gelabert Intl,8.973339,-79.555583,31,-5
Ruben Cantu,8.085597,-80.945253,272,-5
Tocumen Intl,9.071364,-79.383453,135,-5
Buenos Aires,9.163606,-83.329872,1214,-6
North Las Vegas Airport,36.2106944,-115.1944444,2205,-7
Coto 47,8.601556,-82.968614,26,-5
Chacarita,9.981408,-84.772736,7,-6
Brown County Airport,38.8819456,-83.8827367,958,-5
El Carmen De Siquirres,10.202033,-83.472167,56,-6
Nuevo Palmar Sur,8.916347,-83.507267,49,-6
Golfito,8.653775,-83.180544,49,-6
Guapiles,10.217194,-83.797003,883,-6
Daniel Oduber Quiros Intl,10.593289,-85.544408,270,-6
Los Chiles,11.035277,-84.706108,131,-6
Limon Intl,9.957961,-83.022006,7,-6
Nosara,9.97649,-85.653,33,-6
Juan Santamaria Intl,9.993861,-84.208806,3021,-6
Pandora,9.732169,-82.983214,98,-6
Palmar Sur,8.951025,-83.468583,49,-6
La Managua,9.443164,-84.129772,85,-6
Santa Clara De Guapiles,10.288278,-83.713519,262,-6
San Vito De Java,8.826111,-82.958885,3228,-5
El Salvador Intl,13.440947,-89.055728,101,-6
Ilopango Intl,13.699492,-89.119861,2021,-6
Cayes,18.271103,-73.788289,203,-5
Cap Haitien Intl,19.732989,-72.194739,10,-5
Jacmel,18.241083,-72.5185,167,-5
Toussaint Louverture Intl,18.58005,-72.292542,122,-5
Gustavo Rizo,20.365317,-74.506206,26,-5
Carlos Manuel De Cespedes,20.396331,-76.621494,203,-5
Maximo Gomez,22.027053,-78.789617,335,-5
Jardines Del Rey,22.460986,-78.328422,13,-5
Jaime Gonzalez,22.15,-80.414167,102,-5
Vilo Acuna Intl,21.616453,-81.545989,10,-5
Ignacio Agramonte Intl,21.420428,-77.847433,413,-5
Antonio Maceo Intl,19.969769,-75.835414,249,-5
Florida,21.499722,-78.202778,197,-5
Guantanamo Bay Ns,19.906458,-75.207056,56,-5
Mariana Grajales,20.085419,-75.158328,56,-5
Jose Marti Intl,22.989153,-82.409086,210,-5
Frank Pais Intl,20.785589,-76.315108,361,-5
La Coloma,22.336261,-83.642111,131,-5
Orestes Acosta,20.654114,-74.922114,16,-5
Sierra Maestra,20.288172,-77.0893,112,-5
Rafael Cabrera,21.834689,-82.783819,79,-5
Playa Baracoa,23.032778,-82.579444,102,-5
Pinar Del Rio,22.421356,-83.678428,131,-5
San Antonio De Los Banos,22.871529,-82.509308,164,-5
Abel Santamaria,22.492192,-79.943611,338,-5
Santa Lucia,21.509453,-77.020375,13,-5
Siguanea,21.642525,-82.955114,39,-5
Sancti Spiritus,21.969969,-79.442692,295,-5
Grand Geneva Resort Airport,42.6149167,-88.3895833,835,-6
Juan Gualberto Gomez Intl,23.034445,-81.435278,210,-5
Hermanos Ameijeiras,20.987642,-76.9358,328,-5
Gerrard Smith Intl,19.686981,-79.882789,8,-5
Owen Roberts Intl,19.292778,-81.35775,8,-5
Clarence A Bain,24.287664,-77.684614,19,-5
Fresh Creek,24.698283,-77.795611,5,-5
Marsh Harbour,26.511406,-77.083472,6,-5
San Andros,25.053814,-78.048997,5,-5
Spring Point,22.441828,-73.970858,11,-5
Sandy Point,26.004639,-77.395483,8,-5
Treasure Cay,26.745336,-77.391269,8,-5
Chub Cay,25.417108,-77.88085,5,-5
Great Harbour Cay,25.738331,-77.840114,18,-5
South Bimini,25.699881,-79.264656,10,-5
De Kalb Taylor Municipal Airport,41.9338342,-88.7056864,914,-6
Exuma Intl,23.562631,-75.877958,9,-5
George Town,23.466667,-75.78167,5,-5
North Eleuthera,25.474861,-76.683489,13,-5
Governors Harbour,25.284706,-76.331011,26,-5
Normans Cay,24.594258,-76.820214,8,-5
Rock Sound,24.8917,-76.177739,10,-5
Staniel Cay,24.169083,-76.439056,5,-5
Grand Bahama Intl,26.558686,-78.695553,7,-5
Matthew Town,20.975,-73.666862,8,-5
Deadmans Cay,23.179014,-75.093597,9,-5
Stella Maris,23.581444,-75.270475,10,-5
Mayaguana,22.379528,-73.0135,11,-5
Lynden Pindling Intl,25.038958,-77.466231,16,-5
Duncan Town,22.181803,-75.729456,6,-5
New Port Nelson,23.684378,-74.836186,15,-5
San Salvador,24.063275,-74.523967,24,-5
Philip S W Goldson Intl,17.539144,-88.308203,15,-6
Aitutaki,-18.830922,-159.764233,14,-10
Rarotonga Intl,-21.202739,-159.805556,19,-10
Nadi Intl,-17.755392,177.443378,59,12
Nausori Intl,-18.043267,178.559228,17,12
Fua Amotu Intl,-21.241214,-175.149644,126,13
Vavau Intl,-18.585336,-173.961717,236,13
Bonriki Intl,1.381636,173.147036,9,12
Tabiteuea North,-1.224469,174.775614,7,12
Maitland Airport,-32.7033,151.488,75,10
Wallis,-13.238281,-176.199228,79,12
Faleolo Intl,-13.829969,-172.008336,58,-11
Pago Pago Intl,-14.331,-170.7105,32,-11
Rurutu,-22.434069,-151.360614,18,-10
Tubuai,-23.365353,-149.524072,7,-10
Anaa,-17.352606,-145.509956,10,-10
Fangatau,-15.819928,-140.88715,9,-10
Tikehau,-15.119617,-148.230697,6,-10
Reao,-18.465861,-136.439706,12,-10
Fakarava,-16.05415,-145.656994,13,-10
Manihi,-14.436764,-146.070056,14,-10
Totegegie,-23.079861,-134.890333,7,-9
Kaukura,-15.663333,-146.884769,11,-10
Makemo,-16.583919,-143.658369,3,-10
Puka Puka,-14.809458,-138.812811,5,-10
Takapoto,-14.709544,-145.245814,12,-10
Arutua,-15.248289,-146.616708,9,-10
Mataiva,-14.868055,-148.717225,11,-10
Takaroa,-14.455781,-145.024542,13,-10
Nuku Hiva,-8.795603,-140.228789,220,-10
Purude University Airport,40.4123056,-86.9368889,606,-5
Bora Bora,-16.444378,-151.751286,10,-10
Rangiroa,-14.954283,-147.6608,10,-10
Huahine,-16.687242,-151.021667,7,-10
Moorea,-17.489972,-149.761869,9,-10
Hao,-18.074814,-140.945886,10,-10
Maupiti,-16.426486,-152.243669,15,-10
Raiatea,-16.722861,-151.465856,3,-10
Port Vila Bauerfield,-17.699325,168.319794,70,11
Kone,-21.053428,164.837806,23,11
Koumac,-20.546314,164.255625,42,11
Lifou,-20.7748,167.239864,92,11
Magenta,-22.258278,166.472806,10,11
Mare,-21.481678,168.037508,141,11
Touho,-20.790028,165.259486,10,11
Ouvea,-20.640556,166.572778,23,11
La Tontouta,-22.014553,166.212972,52,11
Auckland Intl,-37.008056,174.791667,23,12
Taupo,-38.739723,176.084444,1335,12
Ardmore,-37.029722,174.973333,111,12
Christchurch Intl,-43.489358,172.532225,123,12
Chatham Islands,-43.81,-176.457222,43,13
Dunedin,-45.928055,170.198333,4,12
Gisborne,-38.663333,177.978333,15,12
Glentanner,-43.906666,170.128333,1824,12
Hokitika,-42.713611,170.985278,146,12
Hamilton,-37.866661,175.332056,172,12
Hastings,-39.646667,176.766944,72,12
Kerikeri,-35.262779,173.911944,492,12
Kaitaia,-35.07,173.285278,270,12
Alexandra,-45.211666,169.373333,752,12
Mount Cook,-43.764999,170.133333,2153,12
Manapouri,-45.533056,167.65,687,12
Masterton,-40.973333,175.633611,364,12
New Plymouth,-39.008611,174.179167,97,12
Nelson,-41.298333,173.221111,17,12
Invercargill,-46.412408,168.312992,5,12
Ohakea,-40.206039,175.387808,164,12
Oamaru,-44.97,171.081667,99,12
Palmerston North,-40.320556,175.616944,151,12
Paraparaumu,-40.904722,174.989167,22,12
Queenstown,-45.021111,168.739167,1171,12
Rotorua,-38.109167,176.317222,935,12
Waiouru,-39.446389,175.658333,2686,12
South Pole Station,-89.999997,0,9300,127
Tauranga,-37.671944,176.19611,13,12
Timaru,-44.302778,171.225278,89,12
Pukaki,-44.235,170.118333,1575,12
Woodbourne,-41.518333,173.870278,109,12
Mcmurdo Station,-77.867358,167.056572,68,0
Wanaka,-44.722222,169.245556,1142,12
Wigram,-43.551111,172.552778,74,12
Whakatane,-37.920556,176.914167,20,12
Wellington Intl,-41.327221,174.805278,41,12
Wairoa,-39.006944,177.406667,42,12
Whenuapai,-36.787777,174.630278,100,12
Whangarei,-35.768333,174.365,133,12
Westport,-41.738056,171.580833,13,12
Wanganui,-39.962222,175.025278,27,12
Herat,34.210017,62.2283,3206,5
Jalalabad,34.399842,70.498625,1814,5
Kabul Intl,34.565853,69.212328,5877,5
Kandahar,31.505756,65.847822,3337,5
Maimana,35.930789,64.760917,2743,5
Mazar I Sharif,36.706914,67.209678,1284,5
Shindand,33.391331,62.260975,3773,5
Sheberghan,36.750783,65.913164,1053,5
Konduz,36.665111,68.910833,1457,5
Bahrain Intl,26.270834,50.63361,6,3
Shaikh Isa,25.918362,50.590557,136,3
Abha,18.240367,42.656625,6858,3
Al Ahsa,25.285306,49.485189,588,3
Al Baha,20.296139,41.634277,5486,3
Bisha,19.98435,42.620881,3887,3
Abqaiq,25.911281,49.591231,229,3
King Fahd Intl,26.471161,49.79789,72,3
King Abdulaziz Ab,26.265417,50.152027,84,3
King Abdullah Bin Abdulaziz,16.901111,42.585833,20,3
Gassim,26.302822,43.773911,2126,3
Guriat,31.411942,37.279469,1672,3
Hail,27.437917,41.686292,3331,3
Jubail,27.039028,49.405083,26,3
King Faisal Naval Base,21.3481,39.173033,7,3
King Abdulaziz Intl,21.679564,39.156536,48,3
King Khaled Military City,27.900917,45.528194,1352,3
Prince Mohammad Bin Abdulaziz,24.553422,39.705061,2151,3
Nejran,17.611436,44.419169,3982,3
Qaisumah,28.335192,46.125069,1174,3
Pump Station 3,25.174547,47.488431,1740,3
Pump Station 6,24.710333,44.964527,2530,3
Pump Station 10,24.107339,41.036047,2840,3
Rabigh,22.702608,39.069842,22,3
Rafha,29.626419,43.490614,1474,3
King Khaled Intl,24.95764,46.698776,2049,3
Ras Mishab,28.079584,48.610973,13,3
Arar,30.906589,41.138217,1813,3
Ras Tanura,26.723108,50.030814,6,3
Sharurah,17.466875,47.121431,2363,3
Mudgee Airport,-32.5625,149.611,1545,10
Sulayel,20.464744,45.619644,2021,3
Tabuk,28.365417,36.618889,2551,3
Taif,21.483418,40.544334,4848,3
Thumamah,25.212986,46.640978,1870,3
Ras Tanajib,27.867844,48.76915,30,3
Turaif,31.692683,38.7312,2803,3
Miami University Airport,39.5022607,-84.7843814,1040,-5
Wejh,26.198553,36.476381,66,3
Yenbo,24.144244,38.06335,26,3
Abadan,30.371111,48.228333,19,4
Dezful,32.434444,48.39764,474,4
Aghajari,30.74445,49.677183,88,4
Gachsaran,30.337567,50.827964,2414,4
Shahid Asyaee,32.002372,49.270364,1206,4
Omidiyeh,30.835167,49.534916,85,4
Mahshahr,30.556192,49.151879,8,4
Ahwaz,31.337431,48.76195,66,4
Abumusa Island,25.875742,55.032994,23,4
Bushehr,28.944811,50.834637,68,4
Bastak,27.212678,54.318592,1350,4
Asaloyeh,27.481425,52.615483,15,4
Kish Island,26.526156,53.980211,101,4
Bandar Lengeh,26.532,54.824847,67,4
Khark Island,29.260278,50.323889,17,4
Sirri Island,25.908869,54.5394,43,4
Lavan Island,26.8103,53.356289,76,4
Shahid Ashrafi Esfahani,34.345853,47.158128,4301,4
Sanandaj,35.245856,47.009247,4522,4
Hesa,32.928889,51.561111,5256,4
Shahid Vatan Pour Air Base,32.567039,51.691594,5310,4
Kashan,33.895333,51.577044,3465,4
Esfahan Shahid Beheshti Intl,32.750836,51.861267,5059,4
Badr Air Base,32.621108,51.697017,5242,4
Rasht,37.325314,49.605817,-40,4
Delaware County Airport,40.2424722,-85.39575,937,-5
Arak,34.138147,49.847292,5440,4
Ghazvin Azadi,35.952097,50.450778,3769,4
Kushke Nosrat,34.98395,50.806219,3008,4
Doshan Tappeh,35.702983,51.475131,4046,4
Imam Khomeini Intl,35.416111,51.152222,3305,4
Ghale Morghi,35.644806,51.380695,3627,4
Mehrabad Intl,35.689167,51.313416,3962,4
Ghazvin,36.240061,50.047153,4184,4
Naja,35.776286,50.881014,4040,4
Bandar Abbass Intl,27.218317,56.37785,22,4
Jiroft,28.726925,57.670269,2663,4
Kerman,30.274444,56.951111,5741,4
Havadarya,27.158251,56.172461,19,4
Dayrestan,26.754639,55.902353,45,4
Sirjan,29.550933,55.672708,5846,4
Birjand,32.898056,59.266111,4952,4
Sarakhs,36.501178,61.064903,945,5
Shahroud,36.425094,55.104833,4197,4
Whitsunday Airstrip,-20.276,148.755,60,10
Tabas,33.66775,56.892675,2312,4
Kalaleh,37.383272,55.452008,425,4
Ramsar,36.909908,50.679589,-70,4
Aeropuerto de Rafaela,-31.282072,-61.501594,100,-3
Fasa,28.891756,53.723339,4261,4
Jahrom,28.586675,53.579144,3358,4
Lamerd,27.372744,53.188794,1337,4
Shiraz Shahid Dastghaib Intl,29.539242,52.589786,4920,4
Khoy,38.427453,44.973575,3981,4
Sabadell Airport,41.5209,2.10508,0,1
Tabriz Intl,38.133889,46.235,4459,4
Zanjan,36.77365,48.359422,5382,4
Yazd Shahid Sadooghi,31.904908,54.276503,4054,4
Zabol,31.098333,61.543889,1628,4
Chah Bahar,25.44335,60.382114,43,4
Zahedan Intl,29.475686,60.906189,4564,4
Iran Shahr,27.236117,60.720039,2040,4
Saravan,27.419261,62.315789,3930,4
Queen Alia Intl,31.722556,35.993214,2395,2
Marka Intl,31.972703,35.991569,2555,2
Aqaba King Hussein Intl,29.611619,35.018067,175,2
Prince Hasan,32.160747,37.149383,2220,2
Jerusalem,31.864722,35.219167,2485,2
King Hussein,32.356353,36.259181,2240,2
Kuwait Intl,29.226567,47.968928,206,3
Rafic Hariri Intl,33.820931,35.488389,87,2
Rene Mouawad,34.589333,36.011322,75,2
Abu Dhabi Intl,24.432972,54.651138,88,4
Bateen,24.428333,54.458084,16,4
Al Hamra Aux,24.073981,52.463644,50,4
Jebel Dhana,24.187428,52.614,43,4
Reykjahlid Airport,65.6558,-16.9181,1030,0
Al Dhafra,24.248249,54.547722,77,4
Arzanah,24.780528,52.559944,15,4
Das Island,25.146219,52.873711,12,4
Zirku,24.861542,53.077833,14,4
Dubai Intl,25.252778,55.364444,62,4
Fujairah Intl,25.112225,56.323964,152,4
Ras Al Khaimah Intl,25.613483,55.938817,102,4
Sharjah Intl,25.328575,55.51715,111,4
Khasab,26.170986,56.240569,100,4
Masirah,20.675434,58.890467,64,4
Seeb Intl,23.593278,58.284444,48,4
Salalah,17.038719,54.091297,73,4
Thumrait,17.666,54.024612,1570,4
Bhagatanwala,32.056108,72.9484,600,5
Spray View Airport,-17.917,25.817,3210,0
Lyon Part-Dieu Railway,46,5,821,1
Faisalabad Intl,31.365014,72.994842,591,5
Gwadar,25.233308,62.329494,36,5
Gilgit,35.918786,74.333644,4796,5
Shahbaz Ab,28.284167,68.449711,185,5
Jinnah Intl,24.906547,67.160797,100,5
Allama Iqbal Intl,31.521564,74.403594,712,5
Walton,31.494794,74.346239,679,5
Mangla,33.050086,73.638381,902,5
Muzaffarabad,34.339022,73.508639,2691,5
Mianwali,32.563089,71.570681,690,5
Moenjodaro,27.335156,68.143053,154,5
Masroor,24.893564,66.938753,35,5
Multan Intl,30.203222,71.419111,403,5
Nawabshah,26.219442,68.390053,95,5
Okara,30.741025,73.357736,568,5
Panjgur,26.954547,64.132517,3289,5
Pasni,25.290487,63.345083,33,5
Peshawar Intl,33.993911,71.514581,1158,5
Qasim,33.560153,73.033217,1581,5
Quetta,30.251369,66.937764,5267,5
Sheikh Zayed,28.3839,70.279572,271,5
Chaklala,33.616653,73.099233,1668,5
Risalpur,34.081112,71.972583,1050,5
Rawalakot,33.849658,73.798147,5479,5
Point Roberts Airpark,48.9797222,-123.0788889,10,-7
Sukkur,27.721989,68.791683,196,5
Saidu Sharif,34.813556,72.352814,3183,5
Sui,28.645142,69.176917,763,5
Talhar,24.841519,68.838408,28,5
Wana,32.304664,69.570433,4550,5
Zhob,31.358381,69.463606,4728,5
Basrah Intl,30.549069,47.662142,11,3
Aleppo Intl,36.180675,37.224358,1276,2
Damascus Intl,33.410636,36.514267,2020,2
Deir Zzor,35.285374,40.175961,700,2
Bassel Al Assad Intl,35.401094,35.948681,157,2
Palmyra,34.557361,38.316889,1322,2
Doha Intl,25.261125,51.565056,35,4
Canton,-2.768122,-171.710394,9,-11
Rota Intl,14.174308,145.242536,607,10
Francisco C Ada Saipan Intl,15.119003,145.729356,215,10
Andersen Afb,13.583953,144.930025,627,10
Guam Intl,13.48345,144.795983,298,10
Tinian Intl,14.999203,145.61935,271,10
Scone Airport,-32.0372,150.832,745,10
Marshall Islands Intl,7.064758,171.272022,6,12
Dyess Aaf,9.396886,167.470869,9,12
Bucholz Aaf,8.720122,167.731661,9,12
Christmas Island,1.986161,-157.349778,5,-12
Midway Atoll,28.201725,-177.380636,13,-11
Chuuk Intl,7.461869,151.843006,11,10
Pohnpei Intl,6.9851,158.208989,10,11
Babelthuap,7.367303,134.544278,176,9
Kosrae,5.356975,162.958386,11,12
Yap Intl,9.498911,138.082497,91,10
Shang Yi,24.427892,118.359197,93,8
Pingtung South,22.672367,120.461728,78,8
Longtan,24.855136,121.237636,790,8
Fengnin,22.754986,121.101681,143,8
Lyudao,22.673853,121.466481,28,8
Kaohsiung Intl,22.577094,120.350006,31,8
Chiayi,23.461779,120.39283,85,8
Lanyu,22.028842,121.533642,44,8
Taichung Ching Chuang Kang Airport,24.264668,120.62058,663,8
Cessnock Airport,-32.7875,151.342,211,10
Tainan,22.950361,120.205778,63,8
Hsinchu,24.818033,120.939394,26,8
Magong,23.568669,119.628311,103,8
Jhihhang,22.793117,121.181975,128,8
Pingtung North,22.700239,120.482,97,8
Sungshan,25.069722,121.5525,18,8
Taoyuan Intl,25.077731,121.232822,106,8
Wang An,23.370833,119.494444,115,8
Hualien,24.023725,121.616906,52,8
Narita Intl,35.764722,140.386389,141,9
Matsumoto,36.166758,137.922669,2182,9
Hyakuri,36.181083,140.415444,105,9
Minami Torishima,24.289697,153.979119,22,10
Iwo Jima,24.784,141.322722,384,10
Nanki Shirahama,33.662222,135.364444,298,9
Kohnan,34.590836,133.933225,3,9
Obihiro,42.733333,143.217222,505,9
New Chitose,42.7752,141.692283,82,9
Hakodate,41.77,140.821944,151,9
Chitose,42.794475,141.666447,87,9
Memanbetsu,43.880606,144.164053,135,9
Nakashibetsu,43.5775,144.96,234,9
Tokachi,42.890544,143.158475,281,9
Wakkanai,45.404167,141.800833,30,9
Iki,33.749027,129.785417,41,9
Yamaguchi Ube,33.93,131.278611,23,9
Tsushima,34.284889,129.33055,213,9
Monbetsu,44.303914,143.404028,80,9
Asahikawa,43.670833,142.4475,721,9
Okushiri,42.071667,139.432911,161,9
Rishiri,45.242006,141.186431,112,9
Ashiya,33.883083,130.653,98,9
Yakushima,30.385569,130.659017,124,9
Fukue,32.666269,128.832808,273,9
Fukuoka,33.585942,130.450686,32,9
New Tanegashima,30.605067,130.991231,768,9
Kagoshima,31.803397,130.719408,906,9
Miyazaki,31.877222,131.448611,20,9
Nyutabaru,32.083611,131.451389,259,9
Oita,33.479444,131.737222,19,9
New Kitakyushu,33.845942,131.034689,21,9
Kumamoto,32.837319,130.85505,642,9
Nagasaki,32.916944,129.913611,15,9
Kanoya,31.367608,130.845456,214,9
Tsuiki,33.685,131.040278,55,9
Amami,28.430633,129.712542,27,9
Okierabu,27.425522,128.700903,101,9
Tokunoshima,27.836381,128.881253,17,9
Fukui,36.142847,136.223922,19,9
Gifu,35.394078,136.869667,128,9
Hamamatsu,34.750239,137.703083,150,9
Komatsu,36.394611,136.406544,36,9
Oki,36.181125,133.324844,311,9
Toyama,36.648333,137.1875,95,9
Shizuhama,34.812778,138.298056,23,9
Hiroshima,34.436111,132.919444,1088,9
Okayama,34.756944,133.855278,806,9
Izumo,35.413611,132.89,15,9
Hofu,34.034667,131.549194,7,9
Miho,35.492222,133.236389,20,9
Iwakuni Mcas,34.14386,132.23575,7,9
Kochi,33.546111,133.669444,42,9
Matsuyama,33.827222,132.699722,25,9
Osaka Intl,34.785528,135.438222,50,9
Tottori,35.530069,134.166553,65,9
Tokushima,34.132808,134.606639,26,9
Takamatsu,34.214167,134.015556,607,9
Yao,34.596311,135.602944,39,9
Ozuki,34.045322,131.052144,13,9
Aomori,40.734722,140.690833,664,9
Yamagata,38.411894,140.371331,353,9
Sado,38.060181,138.413928,88,9
Hachinohe,40.556447,141.466325,152,9
Hanamaki,39.428611,141.135278,297,9
Akita,39.615556,140.218611,313,9
Misawa Ab,40.703222,141.368364,119,9
Sendai,38.139722,140.916944,15,9
Matsushima,38.404919,141.219572,7,9
Sazena,50.1929,14.1532,233,1
Atsugi Naf,35.454611,139.450167,205,9
Tateyama,34.987053,139.829208,10,9
Hachijojima,33.115,139.785833,303,9
Iruma,35.841944,139.410556,295,9
Kisarazu,35.398272,139.909936,10,9
Shimofusa,35.798944,140.011111,98,9
Oshima,34.782033,139.360306,130,9
Kastner Aaf,35.513769,139.393675,360,9
Tokyo Intl,35.552258,139.779694,35,9
Yokota Ab,35.748492,139.348483,463,9
Gwangju,35.126389,126.808889,39,9
Jeon Ju,35.878436,127.11955,96,9
Yeosu,34.842328,127.61685,53,9
Sokcho,38.142614,128.598556,92,9
Gangneung,37.753561,128.943625,35,9
Macomb Municipal Airport,40.5200833,-90.6523889,707,-6
Jeju Intl,33.511306,126.493028,118,9
Jinhae,35.141175,128.695792,8,9
Gimhae Intl,35.179528,128.938222,6,9
Bungle Bungle Airport,-17.5453,128.307,0,9.5
Ulsan,35.593494,129.351722,45,9
A 511,36.962214,127.031072,51,9
Seoul Ab,37.445833,127.113889,92,9
Osan Ab,37.090617,127.029594,40,9
Gimpo,37.558311,126.790586,58,9
Suwon,37.239406,127.007053,88,9
Pohang,35.987858,129.420486,70,9
Daegu Ab,35.894108,128.658856,116,9
Yecheon,36.631933,128.35485,354,9
Naha,26.195814,127.645869,12,9
Ie Shima Aux Ab,26.728775,127.761775,184,9
Kadena Ab,26.355612,127.767633,143,9
Ishigaki,24.344525,124.186983,93,9
Kumejima,26.363506,126.713806,23,9
Minami Daito,25.846533,131.263494,167,9
Miyako,24.782833,125.295111,150,9
Kitadaito,25.944722,131.326944,80,9
Shimojishima,24.826667,125.144722,54,9
Tarama,24.653889,124.675278,36,9
Yoron,27.043964,128.401517,52,9
Futenma Mcas,26.274275,127.756494,247,9
