Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,PEK,KBP,Hainan Airlines (HU),Hainan Airlines,3993,08:29,,,,,763,,,Codeshare,3364,2939,2660
- -,PEK,KBP,Aerosvit Airlines (VV),Aerosvit Airlines,3993,08:29,,,,,763,,,Direct,3364,2939,114
- -,PEK,KHH,China Airlines (CI),China Airlines,1228,02:57,,,,,738,,,Direct,3364,2264,1756
- -,PEK,KHN,Air China (CA),Air China,775,02:03,,,,,738,,,Direct,3364,3384,751
- -,PEK,KHN,Canadian National Airways (CN),Canadian National Airways,775,02:03,,,,,738,,,Direct,3364,3384,9829
- -,PEK,KHN,Xiamen Airlines (MF),Xiamen Airlines,775,02:03,,,,,737,,,Direct,3364,3384,5484
- -,PEK,KHN,China Eastern Airlines (MU),China Eastern Airlines,775,02:03,,,,,321 320,,,Direct,3364,3384,1758
- -,PEK,KHN,Shenzhen Airlines (ZH),Shenzhen Airlines,775,02:03,,,,,737,,,Codeshare,3364,3384,4611
- -,PEK,KHV,S7 Airlines (S7),S7 Airlines,1084,02:40,,,,,320,,,Direct,3364,2927,4329
- -,PEK,KHV,Vladivostok Air (XF),Vladivostok Air,1084,02:40,,,,,320 T20,,,Direct,3364,2927,5353
- -,PEK,KIX,Air China (CA),Air China,1094,02:41,,,,,321 738,,,Direct,3364,3992,751
- -,PEK,KIX,All Nippon Airways (NH),All Nippon Airways,1094,02:41,,,,,737,,,Direct,3364,3992,324
- -,PEK,KJA,Hainan Airlines (HU),Hainan Airlines,1556,03:36,,,,,738,,,Direct,3364,4374,2660
- -,PEK,KJA,S7 Airlines (S7),S7 Airlines,1556,03:36,,,,,320,,,Direct,3364,4374,4329
- -,PEK,KLO,Air Philippines (2P),Air Philippines,1992,04:29,,,,,320,,,Direct,3364,2430,897
- -,PEK,KMG,Air China (CA),Air China,1313,03:07,,,,,757 738 737,,,Direct,3364,3382,751
- -,PEK,KMG,China Southern Airlines (CZ),China Southern Airlines,1313,03:07,,,,,321,,,Direct,3364,3382,1767
- -,PEK,KMG,Hainan Airlines (HU),Hainan Airlines,1313,03:07,,,,,738,,,Direct,3364,3382,2660
- -,PEK,KMG,China Eastern Airlines (MU),China Eastern Airlines,1313,03:07,,,,,737 333 733,,,Direct,3364,3382,1758
- -,PEK,KMG,Shenzhen Airlines (ZH),Shenzhen Airlines,1313,03:07,,,,,757 737,,,Codeshare,3364,3382,4611
